coord	gene_name	rel_location	utr5_st	utr5_end	cds_st	cds_end	utr3_st	utr3_end	utr5_size	cds_size	utr3_size
3991173	cyaA	1.00824499411072	212.5	21	20	-2526	-2527	-2546	191.5	2546	19
4035681	rrsA	1.09792477302205	338	151	150	-1391	-1392	-1425.5	187	1541	33.5
4036932	rrsA	1.90920881971466	1589	1402	1401	-140	-141	-174.5	187	1541	33.5
4039431	rrlA	1.65851979345955	2003	1913	1912	-992	-993	-1039	90	2904	46
4039770	rrlA	1.77521514629948	2342	2252	2251	-653	-654	-700	90	2904	46
4040017	rrlA	1.86024096385542	2589	2499	2498	-406	-407	-453	90	2904	46
4040034	rrlA	1.86609294320138	2606	2516	2515	-389	-390	-436	90	2904	46
4040071	rrlA	1.87882960413081	2643	2553	2552	-352	-353	-399	90	2904	46
4040240	rrlA	1.93700516351119	2812	2722	2721	-183	-184	-230	90	2904	46
4048642	polA	1.60172228202368	1857	1677	1676	-1110	-1111	-1183.5	180	2786	72.5
4070696	yihS	1.14653784219002	237	182	181	-1060	-1061	-1068.5	55	1241	7.5
4070701	yihS	1.15056360708535	242	187	186	-1055	-1056	-1063.5	55	1241	7.5
4152548	ppc	1.79260935143288	2191	2102	2101	-550	-551	-849	89	2651	298
4167997	rrsB	1.86835278858625	1524	1339	1338	-203	-204	-289	185	1541	85
4168060	rrsB	1.90920881971466	1587	1402	1401	-140	-141	-226	185	1541	85
4170455	rrlB	1.625	1910	1815	1814	-1089	-1090	-1135.5	95	2903	45.5
4170492	rrlB	1.63774104683196	1947	1852	1851	-1052	-1053	-1098.5	95	2903	45.5
4170552	rrlB	1.65840220385675	2007	1912	1911	-992	-993	-1038.5	95	2903	45.5
4170891	rrlB	1.77513774104683	2346	2251	2250	-653	-654	-699.5	95	2903	45.5
4171138	rrlB	1.86019283746556	2593	2498	2497	-406	-407	-452.5	95	2903	45.5
4171192	rrlB	1.87878787878788	2647	2552	2551	-352	-353	-398.5	95	2903	45.5
4179414	rplA	1.76028368794326	536	536	535	-169	-170	-375.5	0	704	205.5
4209485	rrsE	1.86835278858625	1644.5	1339	1338	-203	-204	-246	305.5	1541	42
4209548	rrsE	1.90920881971466	1707.5	1402	1401	-140	-141	-183	305.5	1541	42
4211954	rrlE	1.65840220385675	2007	1912	1911	-992	-993	-1039	95	2903	46
4212293	rrlE	1.77513774104683	2346	2251	2250	-653	-654	-700	95	2903	46
4212540	rrlE	1.86019283746556	2593	2498	2497	-406	-407	-453	95	2903	46
4212557	rrlE	1.86604683195592	2610	2515	2514	-389	-390	-436	95	2903	46
4212561	rrlE	1.86742424242424	2614	2519	2518	-385	-386	-432	95	2903	46
4212594	rrlE	1.87878787878788	2647	2552	2551	-352	-353	-399	95	2903	46
4326531	yjdM	1.39583333333333	460	133	132	-203	-204	-403.5	327	335	199.5
4337272	adiY	1.13779527559055	171.5	105	104	-657	-658	-819.5	66.5	761	161.5
4337273	adiY	1.13910761154856	172.5	106	105	-656	-657	-818.5	66.5	761	161.5
4337274	adiY	1.14041994750656	173.5	107	106	-655	-656	-817.5	66.5	761	161.5
4337275	adiY	1.14173228346457	174.5	108	107	-654	-655	-816.5	66.5	761	161.5
4337277	adiY	1.14435695538058	176.5	110	109	-652	-653	-814.5	66.5	761	161.5
4361524	cadC	1.73359324236517	1309.5	1129	1128	-410	-411	-538.5	180.5	1538	127.5
4361525	cadC	1.73424301494477	1310.5	1130	1129	-409	-410	-537.5	180.5	1538	127.5
4361526	cadC	1.73489278752437	1311.5	1131	1130	-408	-409	-536.5	180.5	1538	127.5
4368250	aspA	1.946416144746	1417	1360	1359	-77	-78	-245.5	57	1436	167.5
4368252	aspA	1.94780793319415	1419	1362	1361	-75	-76	-243.5	57	1436	167.5
4394056	queG	1.99035087719298	1118.5	1129	1128	-11	-12	-10.5	-10.5	1139	-1.5
4394057	queG	1.99122807017544	1119.5	1130	1129	-10	-11	-9.5	-10.5	1139	-1.5
4394060	queG	1.99385964912281	1122.5	1133	1132	-7	-8	-6.5	-10.5	1139	-1.5
4445484	tamB	1.36322751322751	1369.5	1373	1372	-2407	-2408	-2408.5	-3.5	3779	0.5
4606168	leuV	2.17142857142857	107.5	90	89	3	2	-14.5	17.5	86	16.5
4606171	leuV	2.34285714285714	110.5	93	92	6	5	-11.5	17.5	86	16.5
4606172	leuV	2.4	111.5	94	93	7	6	-10.5	17.5	86	16.5
4606173	leuV	2.45714285714286	112.5	95	94	8	7	-9.5	17.5	86	16.5
30493	carA	1.73368146214099	1069	843	842	-306	-307	-315	226	1148	8
30494	carA	1.73455178416014	1070	844	843	-305	-306	-314	226	1148	8
30499	carA	1.73890339425587	1075	849	848	-300	-301	-309	226	1148	8
91183	ftsL	1.41530054644809	148.5	152	151	-214	-215	-222	-3.5	365	7
166692	mrcB	1.77435897435897	2059	1963	1962	-572	-573	-682	96	2534	109
180919	degP	1.02526315789474	99	36	35	-1389	-1390	-1466.5	63	1424	76.5
227573	rrlH	1.625	1905	1815	1814	-1089	-1090	-1136	90	2903	46
295529	yagN	1.88662131519274	559	391	390	-50	-51	-108.5	168	440	57.5
430389	secF	1.91049382716049	888.5	885	884	-87	-88	-151.5	3.5	971	63.5
508420	ybaQ	1.59356725146199	270	203	202	-139	-140	-297	67	341	157
639197	ahpC	1.44858156028369	437	253	252	-311	-312	-433.5	184	563	121.5
874513	yliE	1.65346956151554	1622	1535	1534	-814	-815	-818	87	2348	3
925955	serW	1.81818181818182	242	72	71	-16	-17	-143	170	87	126
1007818	rlmL	0.793388429752066	95	-25	-26	-2134	-2135	-2140	120	2108	5
1007820	rlmL	0.809917355371901	97	-23	-24	-2132	-2133	-2138	120	2108	5
1116667	lpxL	2.75555555555556	1090	1006	1005	85	84	-27.5	84	920	111.5
1172976	mfd	1.71337394836089	2529	2459	2458	-988	-989	-1052	70	3446	63
1173752	mfd	1.93849724398027	3305	3235	3234	-212	-213	-276	70	3446	63
1332413	topA	1.52578906851424	1554	1366	1365	-1232	-1233	-1337	188	2597	104
1497490	opgD	1.38345410628019	745.5	635	634	-1021	-1022	-1091	110.5	1655	69
1531505	yncI	1.57460317460317	180	181	180	-134	-135	-222.5	-1	314	87.5
1573013	pqqL	1.21709585121602	786	607	606	-2189	-2190	-2211.5	179	2795	21.5
1627803	ydfG	1.38420348058902	353.5	287	286	-460	-461	-504.5	66.5	746	43.5
1654719	rspA	1.65267489711934	797	793	792	-422	-423	-525	4	1214	102
1720773	slyA	1.88275862068966	405.5	384	383	-51	-52	-151.5	21.5	434	99.5
1904747	manZ	2.03636363636364	857.5	853	852	1	0	-26.5	4.5	851	26.5
1997882	yecS	1.10762331838565	68.5	72	71	-597	-598	-604.5	-3.5	668	6.5
2043606	mtfA	0.0434782608695652	1	-44	-45	-842	-843	-892.5	45	797	49.5
2048795	yeeJ	1.54514624841034	4013	3858	3857	-3219	-3220	-3350	155	7076	130
2142722	udk	1.64797507788162	460	416	415	-226	-227	-385	44	641	158
2142724	udk	1.65109034267913	462	418	417	-224	-225	-383	44	641	158
2260252	fruA	1.31560283687943	743.5	534	533	-1158	-1159	-1166.5	209.5	1691	7.5
2339361	gyrA	1.97754946727549	2641.5	2569	2568	-59	-60	-132.5	72.5	2627	72.5
2385005	yfbK	1.58506944444444	1044.5	1011	1010	-717	-718	-786	33.5	1727	68
2460119	fadI	1.73302822273074	959	961	960	-350	-351	-440.5	-2	1310	89.5
2580634	tktB	1.49850299401198	1007	999	998	-1005	-1006	-1052.5	8	2003	46.5
2580635	tktB	1.49900199600798	1008	1000	999	-1004	-1005	-1051.5	8	2003	46.5
2681632	yphG	1.66087751371115	2215.5	2169	2168	-1113	-1114	-1172	46.5	3281	58
2931649	ygdG	1.78703703703704	649	595	594	-161	-162	-188.5	54	755	26.5
2947529	metW	1.42857142857143	48	33	32	-44	-45	-61	15	76	16
2970128	mutH	1.6768115942029	807.5	467	466	-223	-224	-257.5	340.5	689	33.5
3212814	dnaG	1.97823596792669	1761.5	1708	1707	-38	-39	-135.5	53.5	1745	96.5
3212817	dnaG	1.97995418098511	1764.5	1711	1710	-35	-36	-132.5	53.5	1745	96.5
3219121	aer	2.21531100478469	1641	1566	1565	45	44	-164	75	1520	208
3228873	ygjJ	2.23529411764706	1138	1073	1072	2	1	-6.5	65	1070	7.5
3228877	ygjJ	2.70588235294118	1142	1077	1076	6	5	-2.5	65	1070	7.5
3338092	mlaD	1.33152173913043	190.5	183	182	-369	-370	-371.5	7.5	551	1.5
3344665	lptB	1.99449035812672	723.5	722	721	-4	-5	-28	1.5	725	23
3452405	rplC	1.17301587301587	112.5	109	108	-521	-522	-537.5	3.5	629	15.5
3778672	lldP	1.76932367149758	1458	1274	1273	-382	-383	-382	184	1655	-1
3946218	rrlC	1.86604683195592	2610	2515	2514	-389	-390	-435.5	95	2903	45.5
4036869	rrsA	1.86835278858625	1526	1339	1338	-203	-204	-237.5	187	1541	33.5
4110877	tpiA	1.1796875	163.5	138	137	-630	-631	-684	25.5	767	53
4173831	birA	1.77639751552795	746.5	750	749	-216	-217	-230.5	-3.5	965	13.5
4173832	birA	1.77743271221532	747.5	751	750	-215	-216	-229.5	-3.5	965	13.5
4173836	birA	1.7815734989648	751.5	755	754	-211	-212	-225.5	-3.5	965	13.5
4175684	glyT	1.16	68.5	12	11	-63	-64	-66.5	56.5	74	2.5
4209057	rrsE	1.59079118028534	1216.5	911	910	-631	-632	-674	305.5	1541	42
4385220	yjeM	1.91949434464405	1489.5	1382	1381	-121	-122	-147	107.5	1502	25
4385223	yjeM	1.92149035262808	1492.5	1385	1384	-118	-119	-144	107.5	1502	25
4499563	yjgX	0.362637362637363	15.5	-29	-30	-971	-972	-971	44.5	941	-1
4502787	insG	1.51542513167795	940	685	684	-644	-645	-957.5	255	1328	312.5
4511177	fecE	1.63541666666667	764.5	488	487	-280	-281	-280.5	276.5	767	-0.5
4511178	fecE	1.63671875	765.5	489	488	-279	-280	-279.5	276.5	767	-0.5
4511180	fecE	1.63932291666667	767.5	491	490	-277	-278	-277.5	276.5	767	-0.5
4574161	yjiV	1.08273748723187	242.5	243	242	-2694	-2695	-2722.5	-0.5	2936	27.5
4574162	yjiV	1.08307797071842	243.5	244	243	-2693	-2694	-2721.5	-0.5	2936	27.5
4606174	leuV	2.51428571428571	113.5	96	95	9	8	-8.5	17.5	86	16.5
4611525	osmY	1.21452145214521	324.5	130	129	-476	-477	-539.5	194.5	605	62.5
4611531	osmY	1.22442244224422	330.5	136	135	-470	-471	-533.5	194.5	605	62.5
