coord	gene_name	rel_location	utr5_st	utr5_end	cds_st	cds_end	utr3_st	utr3_end	utr5_size	cds_size	utr3_size
2682481	PA2402	1.69598705501618	10802	10753	10752	-4697	-4698	-4857	49	15449	159
2682483	PA2402	1.69611650485437	10804	10755	10754	-4695	-4696	-4855	49	15449	159
2766219	PA2462	1.2546197583511	4583	4299	4298	-12585	-12586	-12642	284	16883	56
2863937	PA2535	1.99799196787149	1053	994	993	-2	-3	-118	59	995	115
2869257	PA2540	1.97444633730835	1733	1716	1715	-45	-46	-90	17	1760	44
2869259	PA2540	1.9755820556502	1735	1718	1717	-43	-44	-88	17	1760	44
2886053	PA2553	1.58102434928631	706	692	691	-499	-500	-508	14	1190	8
2926318	gacA	1.82325581395349	530	531	530	-114	-115	-285	-1	644	170
2926322	gacA	1.82945736434109	534	535	534	-110	-111	-281	-1	644	170
2926323	gacA	1.83100775193798	535	536	535	-109	-110	-280	-1	644	170
2926324	gacA	1.83255813953488	536	537	536	-108	-109	-279	-1	644	170
2931938	PA2590	1.42598870056497	1136	1131	1130	-1524	-1525	-1584	5	2654	59
2965995	icd	1.35799522673031	486	450	449	-807	-808	-987	36	1256	179
3001882	PA2653	1.00754147812971	66	10	9	-1316	-1317	-1446	56	1325	129
3022554	PA2676	1.63888888888889	785	759	758	-429	-430	-432	26	1187	2
3022556	PA2676	1.64057239057239	787	761	760	-427	-428	-430	26	1187	2
3022560	PA2676	1.64393939393939	791	765	764	-423	-424	-426	26	1187	2
3022561	PA2676	1.64478114478114	792	766	765	-422	-423	-425	26	1187	2
3022562	PA2676	1.6456228956229	793	767	766	-421	-422	-424	26	1187	2
3089076	PA2730	1.43710691823899	1001	417	416	-537	-538	-553	584	953	15
3089080	PA2730	1.44129979035639	1005	421	420	-533	-534	-549	584	953	15
3100289	pheT	1.07313997477932	175	174	173	-2205	-2206	-2223	1	2378	17
3103956	rplT	1.87955182072829	362	314	313	-43	-44	-55	48	356	11
3160418	PA2805	1.37121212121212	134	98	97	-166	-167	-200	36	263	33
3172601	arr	1.6362484157161	1037	1004	1003	-574	-575	-609	33	1577	34
3252674	PA2897	1.71111111111111	1188	1024	1023	-416	-417	-527	164	1439	110
3285258	PA2929	1.40975609756098	456	252	251	-363	-364	-396	204	614	32
3337237	ptpA	1.02150537634409	7	10	9	-455	-456	-455	-3	464	-1
3395031	PA3031	1.97297297297297	281	216	215	-6	-7	-83	65	221	76
3395033	PA3031	1.98198198198198	283	218	217	-4	-5	-81	65	221	76
3411822	PA3048	1.02754820936639	94	60	59	-2118	-2119	-2349	34	2177	230
3534038	wbpG	1.08024691358025	98	91	90	-1043	-1044	-1111	7	1133	67
3543850	wbpA	1.06636155606407	123	87	86	-1224	-1225	-1628	36	1310	403
3544509	wbpA	1.56903127383677	782	746	745	-565	-566	-969	36	1310	403
3548193	rpsA	1.05	152	84	83	-1596	-1597	-1730	68	1679	133
3554165	pheA	1.00819672131148	43	9	8	-1089	-1090	-1089	34	1097	-1
3725068	PA3322	1.87696709585122	616	613	612	-86	-87	-299	3	698	212
3773307	lecB	1.80172413793103	512	279	278	-69	-70	-96	233	347	26
3831721	PA3422	1.46871444823663	852	824	823	-934	-935	-1077	28	1757	142
3831722	PA3422	1.46928327645051	853	825	824	-933	-934	-1076	28	1757	142
3831725	PA3422	1.47098976109215	856	828	827	-930	-931	-1073	28	1757	142
4082850	lpxA	1.85714285714286	667	666	665	-111	-112	-109	1	776	-3
4150717	wspA	1.0012277470841	4	2	1	-1627	-1628	-1761	2	1628	133
4150718	wspA	1.00184162062615	5	3	2	-1626	-1627	-1760	2	1628	133
4150720	wspA	1.00306936771025	7	5	4	-1624	-1625	-1758	2	1628	133
4313635	PA3852	1.99252136752137	930	929	928	-7	-8	-68	1	935	60
4372189	prfC	1.1395202020202	331	221	220	-1363	-1364	-1556	110	1583	192
4439774	PA3960	1.97549019607843	409	398	397	-10	-11	-16	11	407	5
4439778	PA3960	1.98529411764706	413	402	401	-6	-7	-12	11	407	5
4641346	acoR	1.98242811501597	1950	1845	1844	-33	-34	-199	105	1877	165
4641350	acoR	1.98455804046858	1954	1849	1848	-29	-30	-195	105	1877	165
4641351	acoR	1.98509052183174	1955	1850	1849	-28	-29	-194	105	1877	165
4758403	secY	1.96313017306245	1294	1280	1279	-49	-50	-49	14	1328	-1
4763130	rplP	1.02898550724638	11	12	11	-402	-403	-408	-1	413	5
4763135	rplP	1.04106280193237	16	17	16	-397	-398	-403	-1	413	5
4803218	recB	1.47030497592295	1755	1758	1757	-1980	-1981	-1978	-3	3737	-3
4829675	rcpC	1.03618421052632	39	33	32	-879	-880	-1084	6	911	204
4844116	mvaT	1.81333333333333	434	305	304	-70	-71	-113	129	374	42
4844118	mvaT	1.81866666666667	436	307	306	-68	-69	-111	129	374	42
4893875	sodB	1.30756013745704	352	179	178	-403	-404	-494	173	581	90
4893876	sodB	1.30927835051546	353	180	179	-402	-403	-493	173	581	90
4893877	sodB	1.31099656357388	354	181	180	-401	-402	-492	173	581	90
4940483	ftsZ	1.99915611814346	1195	1184	1183	-1	-2	-27	11	1184	25
5090756	PA4543	1.86282578875171	706	629	628	-100	-101	-98	77	728	-3
5195594	lysP	1.15368852459016	272	225	224	-1239	-1240	-1416	47	1463	176
5212113	PA4645	1.01254480286738	7	7	6	-551	-552	-636	0	557	84
5238678	prs	1.28768577494692	299	271	270	-671	-672	-730	28	941	58
5242763	higB	1.69175627240143	198	193	192	-86	-87	-251	5	278	164
5242764	higB	1.69534050179211	199	194	193	-85	-86	-250	5	278	164
5294187	PA4715	1.34223300970874	452	423	422	-813	-814	-898	29	1235	84
5384704	PA4799	1.01208981001727	18	7	6	-572	-573	-570	11	578	-3
5384705	PA4799	1.01381692573402	19	8	7	-571	-572	-569	11	578	-3
5384708	PA4799	1.01899827288428	22	11	10	-568	-569	-566	11	578	-3
5482696	PA4887	1.18602885345482	239	245	244	-1072	-1073	-1182	-6	1316	109
5536207	PA4933	1.0632183908046	65	55	54	-815	-816	-834	10	869	18
5536214	PA4933	1.07126436781609	72	62	61	-808	-809	-827	10	869	18
5536215	PA4933	1.07241379310345	73	63	62	-807	-808	-826	10	869	18
5818602	dctQ	1.63349131121643	408	401	400	-232	-233	-230	7	632	-3
5877598	PA5219	1.78308207705193	983	935	934	-259	-260	-279	48	1193	19
5877600	PA5219	1.78475711892797	985	937	936	-257	-258	-277	48	1193	19
5877601	PA5219	1.785594639866	986	938	937	-256	-257	-276	48	1193	19
5877603	PA5219	1.78726968174204	988	940	939	-254	-255	-274	48	1193	19
5905986	PA5244	1.19627749576988	237	116	115	-475	-476	-558	121	590	82
5942705	lysA	1.97676282051282	1224	1219	1218	-29	-30	-35	5	1247	5
5942843	dapF	1.11913357400722	104	99	98	-732	-733	-748	5	830	15
5944215	PA5279	1.86894586894587	625	610	609	-92	-93	-102	15	701	9
5944221	PA5279	1.87749287749288	631	616	615	-86	-87	-96	15	701	9
6108410	PA5428	1.25852585258526	253	235	234	-674	-675	-762	18	908	87
6108414	PA5428	1.26292629262926	257	239	238	-670	-671	-758	18	908	87
26313	hemF	1.62962962962963	673	578	577	-340	-341	-369	95	917	28
26314	hemF	1.63071895424837	674	579	578	-339	-340	-368	95	917	28
184400	PA0161	1.74509803921569	253	114	113	-39	-40	-117	139	152	77
239767	PA0209	1.98866213151927	871	872	871	-10	-11	-11	-1	881	0
295681	vgrG2b	1.61437908496732	1881	1880	1879	-1180	-1181	-1271	1	3059	90
410100	PA0366	1.41719077568134	624	597	596	-834	-835	-979	27	1430	144
410106	PA0366	1.42138364779874	630	603	602	-828	-829	-973	27	1430	144
698689	PA0641	1.99806362378976	3637	3608	3607	-7	-8	-125	29	3614	117
1029256	wzz2	1.81640331075997	1178	1085	1084	-244	-245	-407	93	1328	162
1175311	flgL	1.81212121212121	1084	1072	1071	-248	-249	-276	12	1319	27
1175312	flgL	1.81287878787879	1085	1073	1072	-247	-248	-275	12	1319	27
1506440	PA1386	1.54531126871552	701	692	691	-577	-578	-651	9	1268	73
1506442	PA1386	1.54688731284476	703	694	693	-575	-576	-649	9	1268	73
1506445	PA1386	1.54925137903861	706	697	696	-572	-573	-646	9	1268	73
1888693	PA1746	1.56607495069034	397	287	286	-220	-221	-256	110	506	35
1921246	oprF	1.0693257359924	127	73	72	-980	-981	-1015	54	1052	34
1934552	nasS	1.74772539288668	912	904	903	-305	-306	-394	8	1208	88
1934557	nasS	1.75186104218362	917	909	908	-300	-301	-389	8	1208	88
2047276	PA1876	1.99585635359116	2157	2163	2162	-9	-10	-4	-6	2171	-6
2047279	PA1876	1.99723756906077	2160	2166	2165	-6	-7	-1	-6	2171	-6
2081873	femA	1.00869565217391	41	21	20	-2394	-2395	-2499	20	2414	104
2089424	PA1915	1.53165374677003	1106	823	822	-725	-726	-757	283	1547	31
2089429	PA1915	1.53488372093023	1111	828	827	-720	-721	-752	283	1547	31
2189735	PA2002	1.89614035087719	1383	1277	1276	-148	-149	-249	106	1424	100
2328182	PA2116	1.98872180451128	842	789	788	-9	-10	-1	53	797	-9
2386556	PA2163	1.97761557177616	2004	2009	2008	-46	-47	-42	-5	2054	-5
2965984	icd	1.34924423229912	475	439	438	-818	-819	-998	36	1256	179
3018977	PA2671	1.12037037037037	151	130	129	-950	-951	-945	21	1079	-6
3207095	oprI	1.71825396825397	199	181	180	-71	-72	-133	18	251	61
3366748	nagZ	1.99399399399399	998	993	992	-6	-7	-114	5	998	107
3366749	nagZ	1.99499499499499	999	994	993	-5	-6	-113	5	998	107
3395028	PA3031	1.95945945945946	278	213	212	-9	-10	-86	65	221	76
3411813	PA3048	1.02341597796143	85	51	50	-2127	-2128	-2358	34	2177	230
3470768	fadH1	1.00245098039216	173	5	4	-2035	-2036	-2143	168	2039	107
3533254	wbpH	1.39483065953654	440	443	442	-679	-680	-687	-3	1121	7
3533454	wbpH	1.57308377896613	640	643	642	-479	-480	-487	-3	1121	7
3572116	pgl	1.69177126917713	504	496	495	-221	-222	-214	8	716	-8
3572117	pgl	1.6931659693166	505	497	496	-220	-221	-213	8	716	-8
3647850	PA3260	1.30769230769231	100	96	95	-216	-217	-268	4	311	51
3889734	rhlI	1.98349834983498	673	596	595	-10	-11	-101	77	605	90
4544836	oprG	1.32904148783977	303	230	229	-469	-470	-690	73	698	220
4760379	rplF	1.83333333333333	450	445	444	-89	-90	-95	5	533	5
4803220	recB	1.47084002140182	1757	1760	1759	-1978	-1979	-1976	-3	3737	-3
4939724	ftsZ	1.35864978902954	436	425	424	-760	-761	-786	11	1184	25
5092032	comL	1.07017543859649	144	72	71	-954	-955	-1150	72	1025	195
5793607	PA5145	1.99638663053297	1237	1103	1102	-4	-5	-51	134	1106	46
5907206	PA5245	1.86846038863976	663	581	580	-88	-89	-136	82	668	47
6011276	PA5343	1.25704225352113	218	219	218	-633	-634	-702	-1	851	68
6176465	kinB	1.9910514541387	1769	1772	1771	-16	-17	-34	-3	1787	17
99919	fha1	2.88586956521739	1679	1657	1656	163	162	-21	22	1493	183
320740	desA	0.709302325581395	60	-25	-26	-1204	-1205	-1320	85	1178	115
320742	desA	0.732558139534884	62	-23	-24	-1202	-1203	-1318	85	1178	115
330993	aguR	0.51219512195122	41	-40	-41	-706	-707	-738	81	665	31
330997	aguR	0.560975609756098	45	-36	-37	-702	-703	-734	81	665	31
330999	aguR	0.585365853658537	47	-34	-35	-700	-701	-732	81	665	31
356678	PA0317	0.980392156862745	99	-2	-3	-1397	-1398	-1443	101	1394	45
425500	PA0383	0.963414634146341	78	-3	-4	-1350	-1351	-1357	81	1346	6
706873	PA0653	0.485294117647059	65	-70	-71	-493	-494	-653	135	422	159
706874	PA0653	0.492647058823529	66	-69	-70	-492	-493	-652	135	422	159
706876	PA0653	0.507352941176471	68	-67	-68	-490	-491	-650	135	422	159
735483	vreR	0.914285714285714	31	-3	-4	-963	-964	-968	34	959	4
1254435	nrdA	2.3433242506812	3149	3018	3017	126	125	-241	131	2891	366
1254436	nrdA	2.34604904632153	3150	3019	3018	127	126	-240	131	2891	366
1257760	PA1159	0.93125	148	-11	-12	-221	-222	-274	159	209	52
1455814	aatJ	1	101	0	-1	-909	-910	-1135	101	908	225
1498233	PA1381	0.425414364640884	76	-104	-105	-596	-597	-588	180	491	-9
1646493	PA1513	2.2	1525	1283	1282	5	4	-20	242	1277	24
1650325	PA1518	2.1404958677686	584	398	397	17	16	-104	186	380	120
1734802	PA1592	0.2	5	-24	-25	-261	-262	-348	29	236	86
1803524	hsiA2	0.82793867120954	485	-101	-102	-1658	-1659	-1676	586	1556	17
1803525	hsiA2	0.829642248722317	486	-100	-101	-1657	-1658	-1675	586	1556	17
1803529	hsiA2	0.836456558773424	490	-96	-97	-1653	-1654	-1671	586	1556	17
1803532	hsiA2	0.841567291311755	493	-93	-94	-1650	-1651	-1668	586	1556	17
1878454	PA1735	2.15734265734266	989	933	932	45	44	-241	56	887	285
1878457	PA1735	2.16783216783217	992	936	935	48	47	-238	56	887	285
1878459	PA1735	2.17482517482518	994	938	937	50	49	-236	56	887	285
1883639	PA1739	0.723684210526316	54	-21	-22	-993	-994	-1005	75	971	11
2054270	PA1885	0.116279069767442	4	-38	-39	-572	-573	-607	42	533	34
2361638	PA2146	0.732	182	-67	-68	-235	-236	-276	249	167	40
2562413	PA2323	0.802395209580838	133	-33	-34	-1659	-1660	-1768	166	1625	108
2562414	PA2323	0.808383233532934	134	-32	-33	-1658	-1659	-1767	166	1625	108
2701123	PA2417	2.35294117647059	958	957	956	18	17	-33	1	938	50
2934514	PA2592	0.662337662337662	50	-26	-27	-1130	-1131	-1234	76	1103	103
2956793	ftsK	0.153846153846154	1	-11	-12	-2447	-2448	-2561	12	2435	113
2959301	ftsK	2.53508771929825	2509	2497	2496	61	60	-53	12	2435	113
2977378	PA2633	2.72818791946309	1036	1039	1038	217	216	-81	-3	821	297
2977380	PA2633	2.73489932885906	1038	1041	1040	219	218	-79	-3	821	297
2977382	PA2633	2.74161073825503	1040	1043	1042	221	220	-77	-3	821	297
3115736	PA2754	2.20156555772994	488	433	432	103	102	-408	55	329	510
3119338	PA2759	0.481132075471698	50	-55	-56	-370	-371	-553	105	314	182
3200264	PA2844	2.64285714285714	1256	1236	1235	27	26	-15	20	1208	41
3360738	PA3001	2.75675675675676	1520	1470	1469	84	83	-27	50	1385	110
3517906	PA3136	0.4	13	-21	-22	-1089	-1090	-1114	34	1067	24
3528369	PA3144	2.48717948717949	148	139	138	19	18	-20	9	119	38
3528370	PA3144	2.51282051282051	149	140	139	20	19	-19	9	119	38
3608977	PA3219	2.64864864864865	874	861	860	48	47	-26	13	812	73
3608983	PA3219	2.72972972972973	880	867	866	54	53	-20	13	812	73
3624642	betX	2.6734693877551	1065	957	956	99	98	-48	108	857	146
3624643	betX	2.68027210884354	1066	958	957	100	99	-47	108	857	146
3624645	betX	2.69387755102041	1068	960	959	102	101	-45	108	857	146
3697424	fadD2	0.923728813559322	108	-9	-10	-1698	-1699	-1822	117	1688	123
3791050	phnC	2.35359116022099	927	901	900	64	63	-117	26	836	180
3791051	phnC	2.35911602209945	928	902	901	65	64	-116	26	836	180
3791052	phnC	2.3646408839779	929	903	902	66	65	-115	26	836	180
3791053	phnC	2.37016574585635	930	904	903	67	66	-114	26	836	180
3791058	phnC	2.39779005524862	935	909	908	72	71	-109	26	836	180
3946990	motY	2.41791044776119	1052	994	993	28	27	-39	58	965	66
3949788	bfd	0.507692307692308	65	-64	-65	-286	-287	-391	129	221	104
4150715	wspA	1	2	0	-1	-1629	-1630	-1763	2	1628	133
4154254	PA3709	2.43636363636364	1777	1644	1643	24	23	-31	133	1619	54
4432537	PA3951	2.24242424242424	550	512	511	8	7	-25	38	503	32
4544587	oprG	0.743243243243243	54	-19	-20	-718	-719	-939	73	698	220
4625014	PA4135	2.25581395348837	441	434	433	11	10	-32	7	422	42
4764233	rpsC	2.42857142857143	695	690	689	3	2	-4	5	686	6
4764239	rplV	0.571428571428571	3	-3	-4	-336	-337	-343	6	332	6
4940491	ftsZ	2.26923076923077	1203	1192	1191	7	6	-19	11	1184	25
4940500	ftsZ	2.61538461538462	1212	1201	1200	16	15	-10	11	1184	25
4956684	PA4422	0.505050505050505	49	-49	-50	-898	-899	-962	98	848	63
5080455	PA4539	2.89818181818182	1358	1339	1338	247	246	-28	19	1091	274
5080456	PA4539	2.90181818181818	1359	1340	1339	248	247	-27	19	1091	274
5116813	ispB	0.578512396694215	69	-51	-52	-1020	-1021	-1089	120	968	68
5116814	ispB	0.586776859504132	70	-50	-51	-1019	-1020	-1088	120	968	68
5117947	PA4570	0.666666666666667	45	-23	-24	-248	-249	-420	68	224	171
5168751	PA4610	0.945454545454545	51	-3	-4	-438	-439	-469	54	434	30
5212763	upp	0.188235294117647	15	-69	-70	-708	-709	-710	84	638	1
5245420	chtA	2.4	2407	2243	2242	14	13	-21	164	2228	34
5559909	motA	2.52112676056338	898	889	888	37	36	-34	9	851	70
5572035	PA4963	2.72108843537415	845	817	816	106	105	-41	28	710	146
5940594	PA5275	0.0617283950617284	9	-152	-153	-488	-489	-615	161	335	126
6031334	PA5364	0.46551724137931	26	-31	-32	-934	-935	-994	57	902	59
6050670	betB	2.41935483870968	1553	1486	1485	13	12	-18	67	1472	30
6105053	PA5424	2.1551724137931	285	255	254	9	8	-49	30	245	57
6105054	PA5424	2.17241379310345	286	256	255	10	9	-48	30	245	57
6106264	purE	0.5625	8	-7	-8	-499	-500	-673	15	491	173
6106268	purE	0.8125	12	-3	-4	-495	-496	-669	15	491	173
6106270	purE	0.9375	14	-1	-2	-493	-494	-667	15	491	173
6161899	PA5472	2.18079096045198	889	833	832	32	31	-145	56	800	176
6167569	citA	2.85561497326203	1521	1450	1449	160	159	-27	71	1289	186
1773578	PA1630	0.148760330578512	17	-103	-104	-970	-971	-998	120	866	27
1883643	PA1739	0.776315789473684	58	-17	-18	-989	-990	-1001	75	971	11
1883644	PA1739	0.789473684210526	59	-16	-17	-988	-989	-1000	75	971	11
2312871	PA2101	0.597014925373134	39	-27	-28	-918	-919	-919	66	890	0
2551383	PA2314	0.582417582417582	52	-38	-39	-1292	-1293	-1292	90	1253	-1
2605917	sfa3	0.666666666666667	37	-19	-20	-1105	-1106	-1160	56	1085	54
2605918	sfa3	0.684210526315789	38	-18	-19	-1104	-1105	-1159	56	1085	54
2737599	PA2440	0.180232558139535	61	-282	-283	-1245	-1246	-1243	343	962	-3
3162598	ptrA	2.3015873015873	296	211	210	19	18	-44	85	191	62
3373194	PA3012	2.54761904761905	443	398	397	23	22	-19	45	374	41
3394750	mobA	3	696	663	662	66	65	0	33	596	65
3547001	wzz	2.19422572178478	1524	1121	1120	74	73	-307	403	1046	380
3564438	hutR	0.925	73	-6	-7	-735	-736	-743	79	728	7
3608979	PA3219	2.67567567567568	876	863	862	50	49	-24	13	812	73
3608981	PA3219	2.7027027027027	878	865	864	52	51	-22	13	812	73
3645089	PA3258	0.55	10	-9	-10	-1815	-1816	-1822	19	1805	6
3791056	phnC	2.38674033149171	933	907	906	70	69	-111	26	836	180
4048496	PA3614	0.755555555555556	67	-22	-23	-1426	-1427	-1468	89	1403	41
5275878	ilvI	2.52898550724638	1872	1871	1870	146	145	-130	1	1724	275
5940531	rnk	2.66049382716049	533	512	511	107	106	-55	21	404	161
5940534	rnk	2.67901234567901	536	515	514	110	109	-52	21	404	161
5940536	rnk	2.69135802469136	538	517	516	112	111	-50	21	404	161
5940537	rnk	2.69753086419753	539	518	517	113	112	-49	21	404	161
6044879	PA5369.5	2.47887323943662	1704	1672	1671	136	135	-148	32	1535	283
6050665	betB	2.25806451612903	1548	1481	1480	8	7	-23	67	1472	30
6106266	purE	0.6875	10	-5	-6	-497	-498	-671	15	491	173
6110900	PA5430	0.192307692307692	34	-147	-148	-1362	-1363	-1381	181	1214	18
